Market,Route,Period,Date,Amount,Currency
Carbon,ICE_EUA,MAR-2024,11/27/2023,81.34,USD
Carbon,ICE_EUA,SEP-2024,11/21/2023,85.71,USD
Carbon,ICE_EUA,JUN-2024,11/27/2023,82.43,USD
Carbon,ICE_EUA,AUG-2024,11/27/2023,83.05,USD
Carbon,ICE_EUA,AUG-2024,11/21/2023,85.24,USD
Carbon,ICE_EUA,OCT-2024,11/27/2023,83.48,USD
Carbon,ICE_EUA,DEC-2024,11/27/2023,84.20,USD
Carbon,ICE_EUA,JAN-2025,11/27/2023,84.20,USD
Carbon,ICE_EUA,MAR-2025,11/27/2023,85.28,USD
Carbon,ICE_EUA,JUN-2024,11/21/2023,84.55,USD
Carbon,ICE_EUA,JUN-2025,11/27/2023,86.10,USD
Carbon,ICE_EUA,AUG-2025,11/27/2023,86.60,USD
Carbon,ICE_EUA,SEP-2025,11/27/2023,86.84,USD
Carbon,ICE_EUA,OCT-2025,11/27/2023,86.84,USD
Carbon,ICE_EUA,DEC-2025,11/27/2023,87.59,USD
Carbon,ICE_EUA,JAN-2026,11/27/2023,87.59,USD
Carbon,ICE_EUA,MAR-2026,11/27/2023,88.55,USD
Carbon,ICE_EUA,APR-2026,11/27/2023,88.55,USD
Carbon,ICE_EUA,MAY-2026,11/27/2023,88.55,USD
Carbon,ICE_EUA,APR-2024,11/21/2023,83.54,USD
Carbon,ICE_EUA,AUG-2026,11/27/2023,89.80,USD
Carbon,ICE_EUA,SEP-2026,11/27/2023,89.80,USD
Carbon,ICE_EUA,DEC-2026,11/27/2023,90.97,USD
Carbon,ICE_EUA,DEC-2027,11/27/2023,94.33,USD
Carbon,ICE_EUA,DEC-2028,11/27/2023,98.04,USD
Carbon,ICE_EUA,MAR-2024,11/21/2023,83.54,USD
Carbon,ICE_EUA,DEC-2030,11/27/2023,101.75,USD
Carbon,ICE_EUA,DEC-2023,11/28/2023,79.90,USD
Carbon,ICE_EUA,JAN-2024,11/28/2023,80.37,USD
Carbon,ICE_EUA,JAN-2024,11/21/2023,83.01,USD
Carbon,ICE_EUA,MAR-2024,11/28/2023,80.84,USD
Carbon,ICE_EUA,DEC-2023,11/21/2023,82.57,USD
Carbon,ICE_EUA,JUN-2024,11/28/2023,81.92,USD
Carbon,ICE_EUA,AUG-2024,11/28/2023,82.54,USD
Carbon,ICE_EUA,SPOT,11/21/2023,82.36,USD
Carbon,ICE_EUA,OCT-2024,11/28/2023,82.97,USD
Carbon,ICE_EUA,DEC-2024,11/28/2023,83.70,USD
Carbon,ICE_EUA,JAN-2025,11/28/2023,83.70,USD
Carbon,ICE_EUA,MAR-2025,11/28/2023,84.78,USD
Carbon,ICE_EUA,DEC-2030,11/20/2023,105.08,USD
Carbon,ICE_EUA,JUN-2025,11/28/2023,85.60,USD
Carbon,ICE_EUA,AUG-2025,11/28/2023,86.10,USD
Carbon,ICE_EUA,SEP-2025,11/28/2023,86.33,USD
Carbon,ICE_EUA,OCT-2025,11/28/2023,86.33,USD
Carbon,ICE_EUA,DEC-2025,11/28/2023,87.09,USD
Carbon,ICE_EUA,JAN-2026,11/28/2023,87.09,USD
Carbon,ICE_EUA,MAR-2026,11/28/2023,88.13,USD
Carbon,ICE_EUA,APR-2026,11/28/2023,88.13,USD
Carbon,ICE_EUA,DEC-2029,11/20/2023,105.08,USD
Carbon,ICE_EUA,DEC-2028,11/20/2023,101.48,USD
Carbon,ICE_EUA,AUG-2026,11/28/2023,89.32,USD
Carbon,ICE_EUA,SEP-2026,11/28/2023,89.32,USD
Carbon,ICE_EUA,DEC-2027,11/20/2023,97.98,USD
Carbon,ICE_EUA,DEC-2026,11/28/2023,90.51,USD
Carbon,ICE_EUA,DEC-2027,11/28/2023,93.87,USD
Carbon,ICE_EUA,DEC-2028,11/28/2023,97.60,USD
Carbon,ICE_EUA,DEC-2026,11/20/2023,94.58,USD
Carbon,ICE_EUA,DEC-2030,11/28/2023,101.32,USD
Carbon,ICE_EUA,DEC-2023,11/29/2023,77.76,USD
Carbon,ICE_EUA,JAN-2024,11/29/2023,78.17,USD
Carbon,ICE_EUA,SEP-2026,11/20/2023,93.47,USD
Carbon,ICE_EUA,MAR-2024,11/29/2023,78.68,USD
Carbon,ICE_EUA,AUG-2026,11/20/2023,93.47,USD
Carbon,ICE_EUA,JUN-2024,11/29/2023,79.73,USD
Carbon,ICE_EUA,AUG-2024,11/29/2023,80.34,USD
Carbon,ICE_EUA,JUN-2026,11/20/2023,92.30,USD
Carbon,ICE_EUA,OCT-2024,11/29/2023,80.72,USD
Carbon,ICE_EUA,DEC-2024,11/29/2023,81.43,USD
Carbon,ICE_EUA,JAN-2025,11/29/2023,81.43,USD
Carbon,ICE_EUA,MAR-2025,11/29/2023,82.50,USD
Carbon,ICE_EUA,MAY-2026,11/20/2023,92.30,USD
Carbon,ICE_EUA,JUN-2025,11/29/2023,83.29,USD
Carbon,ICE_EUA,AUG-2025,11/29/2023,83.75,USD
Carbon,ICE_EUA,SEP-2025,11/29/2023,83.95,USD
Carbon,ICE_EUA,OCT-2025,11/29/2023,83.95,USD
Carbon,ICE_EUA,DEC-2025,11/29/2023,84.69,USD
Carbon,ICE_EUA,JAN-2026,11/29/2023,84.69,USD
Carbon,ICE_EUA,MAR-2026,11/29/2023,85.64,USD
Carbon,ICE_EUA,APR-2026,11/29/2023,85.64,USD
Carbon,ICE_EUA,APR-2026,11/20/2023,92.30,USD
Carbon,ICE_EUA,MAR-2026,11/20/2023,92.30,USD
Carbon,ICE_EUA,AUG-2026,11/29/2023,86.85,USD
Carbon,ICE_EUA,SEP-2026,11/29/2023,86.85,USD
Carbon,ICE_EUA,JAN-2026,11/20/2023,91.27,USD
Carbon,ICE_EUA,DEC-2026,11/29/2023,88.03,USD
Carbon,ICE_EUA,DEC-2027,11/29/2023,91.48,USD
Carbon,ICE_EUA,DEC-2028,11/29/2023,94.95,USD
Carbon,ICE_EUA,DEC-2025,11/20/2023,91.27,USD
Carbon,ICE_EUA,DEC-2030,11/29/2023,98.67,USD
Carbon,ICE_EUA,DEC-2023,11/30/2023,77.79,USD
Carbon,ICE_EUA,JAN-2024,11/30/2023,78.19,USD
Carbon,ICE_EUA,OCT-2025,11/20/2023,90.38,USD
Carbon,ICE_EUA,MAR-2024,11/30/2023,78.71,USD
Carbon,ICE_EUA,SEP-2025,11/20/2023,90.38,USD
Carbon,ICE_EUA,JUN-2024,11/30/2023,79.69,USD
Carbon,ICE_EUA,AUG-2024,11/30/2023,80.29,USD
Carbon,ICE_EUA,AUG-2025,11/20/2023,90.19,USD
Carbon,ICE_EUA,OCT-2024,11/30/2023,80.65,USD
Carbon,ICE_EUA,DEC-2024,11/30/2023,81.31,USD
Carbon,ICE_EUA,JAN-2025,11/30/2023,81.31,USD
Carbon,ICE_EUA,MAR-2025,11/30/2023,82.37,USD
Carbon,ICE_EUA,JUN-2025,11/20/2023,89.66,USD
Carbon,ICE_EUA,JUN-2025,11/30/2023,83.14,USD
Carbon,ICE_EUA,AUG-2025,11/30/2023,83.57,USD
Carbon,ICE_EUA,SEP-2025,11/30/2023,83.75,USD
Carbon,ICE_EUA,OCT-2025,11/30/2023,83.75,USD
Carbon,ICE_EUA,DEC-2025,11/30/2023,84.50,USD
Carbon,ICE_EUA,JAN-2026,11/30/2023,84.50,USD
Carbon,ICE_EUA,MAR-2026,11/30/2023,85.43,USD
Carbon,ICE_EUA,APR-2026,11/30/2023,85.43,USD
Carbon,ICE_EUA,APR-2025,11/20/2023,88.80,USD
Carbon,ICE_EUA,MAR-2025,11/20/2023,88.80,USD
Carbon,ICE_EUA,AUG-2026,11/30/2023,86.54,USD
Carbon,ICE_EUA,SEP-2026,11/30/2023,86.54,USD
Carbon,ICE_EUA,JAN-2025,11/20/2023,87.71,USD
Carbon,ICE_EUA,DEC-2026,11/30/2023,87.69,USD
Carbon,ICE_EUA,DEC-2027,11/30/2023,91.22,USD
Carbon,ICE_EUA,DEC-2028,11/30/2023,94.75,USD
Carbon,ICE_EUA,DEC-2024,11/20/2023,87.71,USD
Carbon,ICE_EUA,DEC-2030,11/30/2023,98.48,USD
Carbon,ICE_EUA,OCT-2024,11/20/2023,86.85,USD
Carbon,ICE_EUA,JAN-2024,12/1/2023,79.64,USD
Carbon,ICE_EUA,FEB-2024,12/1/2023,79.90,USD
Carbon,ICE_EUA,SEP-2024,11/20/2023,86.85,USD
Carbon,ICE_EUA,APR-2024,12/1/2023,80.17,USD
Carbon,ICE_EUA,AUG-2024,11/20/2023,86.38,USD
Carbon,ICE_EUA,JUN-2024,11/20/2023,85.69,USD
Carbon,ICE_EUA,SEP-2024,12/1/2023,82.17,USD
Carbon,ICE_EUA,APR-2024,11/20/2023,84.71,USD
Carbon,ICE_EUA,MAR-2024,11/20/2023,84.71,USD
Carbon,ICE_EUA,JAN-2025,12/1/2023,82.76,USD
Carbon,ICE_EUA,JAN-2024,11/20/2023,84.18,USD
Carbon,ICE_EUA,APR-2025,12/1/2023,83.79,USD
Carbon,ICE_EUA,DEC-2023,11/20/2023,83.72,USD
Carbon,ICE_EUA,SPOT,11/20/2023,83.50,USD
Carbon,ICE_EUA,SEP-2025,12/1/2023,85.19,USD
Carbon,ICE_EUA,OCT-2025,12/1/2023,85.19,USD
Carbon,ICE_EUA,DEC-2030,11/17/2023,105.58,USD
Carbon,ICE_EUA,JAN-2026,12/1/2023,85.94,USD
Carbon,ICE_EUA,DEC-2029,11/17/2023,105.58,USD
Carbon,ICE_EUA,APR-2026,12/1/2023,86.86,USD
Carbon,ICE_EUA,MAY-2026,12/1/2023,86.86,USD
Carbon,ICE_EUA,DEC-2028,11/17/2023,101.66,USD
Carbon,ICE_EUA,DEC-2027,11/17/2023,97.75,USD
Carbon,ICE_EUA,SEP-2026,12/1/2023,88.04,USD
Carbon,ICE_EUA,OCT-2026,12/1/2023,88.04,USD
Carbon,ICE_EUA,DEC-2026,11/17/2023,94.03,USD
Carbon,ICE_EUA,DEC-2027,12/1/2023,92.75,USD
Carbon,ICE_EUA,DEC-2028,12/1/2023,96.26,USD
Carbon,ICE_EUA,SEP-2026,11/17/2023,92.89,USD
Carbon,ICE_EUA,DEC-2030,12/1/2023,99.98,USD
Carbon,ICE_EUA,AUG-2026,11/17/2023,92.89,USD
Carbon,ICE_EUA,JAN-2024,12/4/2023,76.93,USD
Carbon,ICE_EUA,FEB-2024,12/4/2023,77.18,USD
Carbon,ICE_EUA,JUN-2026,11/17/2023,91.73,USD
Carbon,ICE_EUA,APR-2024,12/4/2023,77.43,USD
Carbon,ICE_EUA,MAY-2026,11/17/2023,91.73,USD
Carbon,ICE_EUA,APR-2026,11/17/2023,91.73,USD
Carbon,ICE_EUA,SEP-2024,12/4/2023,79.30,USD
Carbon,ICE_EUA,MAR-2026,11/17/2023,91.73,USD
Carbon,ICE_EUA,JAN-2026,11/17/2023,90.68,USD
Carbon,ICE_EUA,JAN-2025,12/4/2023,79.89,USD
Carbon,ICE_EUA,DEC-2025,11/17/2023,90.68,USD
Carbon,ICE_EUA,APR-2025,12/4/2023,80.82,USD
Carbon,ICE_EUA,OCT-2025,11/17/2023,89.80,USD
Carbon,ICE_EUA,SEP-2025,11/17/2023,89.80,USD
Carbon,ICE_EUA,SEP-2025,12/4/2023,82.22,USD
Carbon,ICE_EUA,OCT-2025,12/4/2023,82.22,USD
Carbon,ICE_EUA,AUG-2025,11/17/2023,89.63,USD
Carbon,ICE_EUA,JAN-2026,12/4/2023,82.96,USD
Carbon,ICE_EUA,JUN-2025,11/17/2023,89.12,USD
Carbon,ICE_EUA,APR-2026,12/4/2023,83.85,USD
Carbon,ICE_EUA,MAY-2026,12/4/2023,83.85,USD
Carbon,ICE_EUA,APR-2025,11/17/2023,88.30,USD
Carbon,ICE_EUA,MAR-2025,11/17/2023,88.30,USD
Carbon,ICE_EUA,SEP-2026,12/4/2023,85.00,USD
Carbon,ICE_EUA,OCT-2026,12/4/2023,85.00,USD
Carbon,ICE_EUA,JAN-2025,11/17/2023,87.22,USD
Carbon,ICE_EUA,DEC-2027,12/4/2023,89.66,USD
Carbon,ICE_EUA,DEC-2028,12/4/2023,93.16,USD
Carbon,ICE_EUA,DEC-2024,11/17/2023,87.22,USD
Carbon,ICE_EUA,DEC-2030,12/4/2023,96.65,USD
Carbon,ICE_EUA,OCT-2024,11/17/2023,86.40,USD
Carbon,ICE_EUA,JAN-2024,12/5/2023,75.01,USD
Carbon,ICE_EUA,FEB-2024,12/5/2023,75.26,USD
Carbon,ICE_EUA,SEP-2024,11/17/2023,86.40,USD
Carbon,ICE_EUA,APR-2024,12/5/2023,75.51,USD
Carbon,ICE_EUA,AUG-2024,11/17/2023,85.99,USD
Carbon,ICE_EUA,JUN-2024,11/17/2023,85.24,USD
Carbon,ICE_EUA,SEP-2024,12/5/2023,77.28,USD
Carbon,ICE_EUA,APR-2024,11/17/2023,84.23,USD
Carbon,ICE_EUA,MAR-2024,11/17/2023,84.23,USD
Carbon,ICE_EUA,JAN-2025,12/5/2023,77.79,USD
Carbon,ICE_EUA,JAN-2024,11/17/2023,83.70,USD
Carbon,ICE_EUA,APR-2025,12/5/2023,78.74,USD
Carbon,ICE_EUA,DEC-2023,11/17/2023,83.23,USD
Carbon,ICE_EUA,SPOT,11/17/2023,83.02,USD
Carbon,ICE_EUA,SEP-2025,12/5/2023,80.05,USD
Carbon,ICE_EUA,OCT-2025,12/5/2023,80.05,USD
Carbon,ICE_EUA,DEC-2030,11/16/2023,107.09,USD
Carbon,ICE_EUA,JAN-2026,12/5/2023,80.78,USD
Carbon,ICE_EUA,DEC-2029,11/16/2023,107.09,USD
Carbon,ICE_EUA,APR-2026,12/5/2023,81.67,USD
Carbon,ICE_EUA,MAY-2026,12/5/2023,81.67,USD
Carbon,ICE_EUA,DEC-2028,11/16/2023,102.97,USD
Carbon,ICE_EUA,DEC-2027,11/16/2023,98.85,USD
Carbon,ICE_EUA,SEP-2026,12/5/2023,82.81,USD
Carbon,ICE_EUA,OCT-2026,12/5/2023,82.81,USD
Carbon,ICE_EUA,DEC-2026,11/16/2023,94.78,USD
Carbon,ICE_EUA,DEC-2027,12/5/2023,87.42,USD
Carbon,ICE_EUA,DEC-2028,12/5/2023,90.91,USD
Carbon,ICE_EUA,APR-2026,11/16/2023,92.24,USD
Carbon,ICE_EUA,DEC-2030,12/5/2023,94.40,USD
Carbon,ICE_EUA,MAR-2026,11/16/2023,92.24,USD
Carbon,ICE_EUA,JAN-2024,12/6/2023,74.84,USD
Carbon,ICE_EUA,FEB-2024,12/6/2023,75.08,USD
Carbon,ICE_EUA,JAN-2026,11/16/2023,91.10,USD
Carbon,ICE_EUA,APR-2024,12/6/2023,75.31,USD
Carbon,ICE_EUA,DEC-2025,11/16/2023,91.10,USD
Carbon,ICE_EUA,OCT-2025,11/16/2023,90.20,USD
Carbon,ICE_EUA,SEP-2024,12/6/2023,77.09,USD
Carbon,ICE_EUA,SEP-2025,11/16/2023,90.20,USD
Carbon,ICE_EUA,AUG-2025,11/16/2023,90.01,USD
Carbon,ICE_EUA,JAN-2025,12/6/2023,77.62,USD
Carbon,ICE_EUA,JUN-2025,11/16/2023,89.49,USD
Carbon,ICE_EUA,APR-2025,12/6/2023,78.55,USD
Carbon,ICE_EUA,APR-2025,11/16/2023,88.65,USD
Carbon,ICE_EUA,MAR-2025,11/16/2023,88.65,USD
Carbon,ICE_EUA,SEP-2025,12/6/2023,79.86,USD
Carbon,ICE_EUA,OCT-2025,12/6/2023,79.86,USD
Carbon,ICE_EUA,JAN-2025,11/16/2023,87.56,USD
Carbon,ICE_EUA,JAN-2026,12/6/2023,80.59,USD
Carbon,ICE_EUA,DEC-2024,11/16/2023,87.56,USD
Carbon,ICE_EUA,APR-2026,12/6/2023,81.47,USD
Carbon,ICE_EUA,MAY-2026,12/6/2023,81.47,USD
Carbon,ICE_EUA,OCT-2024,11/16/2023,86.76,USD
Carbon,ICE_EUA,SEP-2024,11/16/2023,86.76,USD
Carbon,ICE_EUA,SEP-2026,12/6/2023,82.59,USD
Carbon,ICE_EUA,OCT-2026,12/6/2023,82.59,USD
Carbon,ICE_EUA,AUG-2024,11/16/2023,86.37,USD
Carbon,ICE_EUA,DEC-2027,12/6/2023,87.20,USD
Carbon,ICE_EUA,DEC-2028,12/6/2023,90.67,USD
Carbon,ICE_EUA,JUN-2024,11/16/2023,85.60,USD
Carbon,ICE_EUA,DEC-2030,12/6/2023,94.14,USD
Carbon,ICE_EUA,APR-2024,11/16/2023,84.56,USD
Carbon,ICE_EUA,JAN-2024,12/7/2023,75.47,USD
Carbon,ICE_EUA,FEB-2024,12/7/2023,75.72,USD
Carbon,ICE_EUA,MAR-2024,11/16/2023,84.56,USD
Carbon,ICE_EUA,APR-2024,12/7/2023,75.95,USD
Carbon,ICE_EUA,JAN-2024,11/16/2023,84.03,USD
Carbon,ICE_EUA,DEC-2023,11/16/2023,83.55,USD
Carbon,ICE_EUA,SEP-2024,12/7/2023,77.77,USD
Carbon,ICE_EUA,SPOT,11/16/2023,83.33,USD
Carbon,ICE_EUA,DEC-2030,11/15/2023,110.55,USD
Carbon,ICE_EUA,JAN-2025,12/7/2023,78.33,USD
Carbon,ICE_EUA,DEC-2029,11/15/2023,110.55,USD
Carbon,ICE_EUA,APR-2025,12/7/2023,79.28,USD
Carbon,ICE_EUA,DEC-2028,11/15/2023,106.42,USD
Carbon,ICE_EUA,DEC-2027,11/15/2023,102.29,USD
Carbon,ICE_EUA,SEP-2025,12/7/2023,80.59,USD
Carbon,ICE_EUA,OCT-2025,12/7/2023,80.59,USD
Carbon,ICE_EUA,DEC-2026,11/15/2023,98.21,USD
Carbon,ICE_EUA,JAN-2026,12/7/2023,81.31,USD
Carbon,ICE_EUA,APR-2026,11/15/2023,95.55,USD
Carbon,ICE_EUA,APR-2026,12/7/2023,82.19,USD
Carbon,ICE_EUA,MAY-2026,12/7/2023,82.19,USD
Carbon,ICE_EUA,MAR-2026,11/15/2023,95.55,USD
Carbon,ICE_EUA,JAN-2026,11/15/2023,94.37,USD
Carbon,ICE_EUA,SEP-2026,12/7/2023,83.26,USD
Carbon,ICE_EUA,OCT-2026,12/7/2023,83.26,USD
Carbon,ICE_EUA,DEC-2025,11/15/2023,94.37,USD
Carbon,ICE_EUA,DEC-2027,12/7/2023,87.82,USD
Carbon,ICE_EUA,DEC-2028,12/7/2023,91.28,USD
Carbon,ICE_EUA,OCT-2025,11/15/2023,93.45,USD
Carbon,ICE_EUA,DEC-2030,12/7/2023,94.74,USD
Carbon,ICE_EUA,SEP-2025,11/15/2023,93.45,USD
Carbon,ICE_EUA,JAN-2024,12/8/2023,74.31,USD
Carbon,ICE_EUA,AUG-2025,11/15/2023,93.26,USD
Carbon,ICE_EUA,JUN-2025,11/15/2023,92.73,USD
Carbon,ICE_EUA,APR-2024,12/8/2023,74.79,USD
Carbon,ICE_EUA,APR-2025,11/15/2023,91.87,USD
Carbon,ICE_EUA,MAR-2025,11/15/2023,91.87,USD
Carbon,ICE_EUA,SEP-2024,12/8/2023,76.65,USD
Carbon,ICE_EUA,JAN-2025,11/15/2023,90.78,USD
Carbon,ICE_EUA,DEC-2024,11/15/2023,90.78,USD
Carbon,ICE_EUA,JAN-2025,12/8/2023,77.22,USD
Carbon,ICE_EUA,OCT-2024,11/15/2023,89.94,USD
Carbon,ICE_EUA,APR-2025,12/8/2023,78.17,USD
Carbon,ICE_EUA,SEP-2024,11/15/2023,89.94,USD
Carbon,ICE_EUA,AUG-2024,11/15/2023,89.53,USD
Carbon,ICE_EUA,SEP-2025,12/8/2023,79.46,USD
Carbon,ICE_EUA,OCT-2025,12/8/2023,79.46,USD
Carbon,ICE_EUA,JUN-2024,11/15/2023,88.74,USD
Carbon,ICE_EUA,JAN-2026,12/8/2023,80.17,USD
Carbon,ICE_EUA,APR-2024,11/15/2023,87.68,USD
Carbon,ICE_EUA,APR-2026,12/8/2023,81.06,USD
Carbon,ICE_EUA,MAY-2026,12/8/2023,81.06,USD
Carbon,ICE_EUA,MAR-2024,11/15/2023,87.68,USD
Carbon,ICE_EUA,JAN-2024,11/15/2023,87.15,USD
Carbon,ICE_EUA,SEP-2026,12/8/2023,82.13,USD
Carbon,ICE_EUA,OCT-2026,12/8/2023,82.13,USD
Carbon,ICE_EUA,DEC-2023,11/15/2023,86.66,USD
Carbon,ICE_EUA,DEC-2027,12/8/2023,86.66,USD
Carbon,ICE_EUA,DEC-2028,12/8/2023,90.12,USD
Carbon,ICE_EUA,SPOT,11/15/2023,86.42,USD
Carbon,ICE_EUA,DEC-2030,12/8/2023,93.58,USD
Carbon,ICE_EUA,DEC-2030,11/14/2023,107.65,USD
Carbon,ICE_EUA,JAN-2024,12/11/2023,72.91,USD
Carbon,ICE_EUA,DEC-2029,11/14/2023,107.65,USD
Carbon,ICE_EUA,DEC-2028,11/14/2023,103.57,USD
Carbon,ICE_EUA,APR-2024,12/11/2023,73.36,USD
Carbon,ICE_EUA,DEC-2027,11/14/2023,99.50,USD
Carbon,ICE_EUA,DEC-2026,11/14/2023,95.53,USD
Carbon,ICE_EUA,SEP-2024,12/11/2023,75.17,USD
Carbon,ICE_EUA,APR-2026,11/14/2023,93.15,USD
Carbon,ICE_EUA,MAR-2026,11/14/2023,93.15,USD
